epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
120,379.208,0.51083,0.42006,0.21161,0.43429,1.20244,0.98363,1,0.995,0.93806,0.98363,1,0.995,0.93095,0.39912,0.27283,0.11938,0.40707,0.81264,0.002146,0.002146,0.002146
121,382.388,0.45588,0.31041,0.1635,0.40336,1.16,0.99042,1,0.995,0.9274,0.99042,1,0.995,0.93833,0.38911,0.26671,0.10828,0.38711,0.80057,0.00208,0.00208,0.00208
122,385.533,0.48911,0.2767,0.17049,0.41992,1.18705,0.98313,1,0.995,0.92656,0.98313,1,0.995,0.94121,0.38136,0.26752,0.1209,0.38982,0.79736,0.002014,0.002014,0.002014
123,388.645,0.45478,0.37166,0.18491,0.4103,1.18361,0.99794,1,0.995,0.94728,0.99794,1,0.995,0.91184,0.34419,0.28903,0.09368,0.34176,0.75919,0.001948,0.001948,0.001948
124,391.791,0.46427,0.33548,0.18827,0.40779,1.17539,0.99725,1,0.995,0.91833,0.99725,1,0.995,0.91801,0.3923,0.33732,0.09092,0.3641,0.82222,0.001882,0.001882,0.001882
125,394.958,0.50583,0.36661,0.18126,0.41666,1.19992,0.99726,1,0.995,0.91314,0.99726,1,0.995,0.91801,0.40104,0.34775,0.09429,0.37038,0.8333,0.001816,0.001816,0.001816
126,398.167,0.49247,0.39199,0.18419,0.44799,1.20473,0.99791,1,0.995,0.90753,0.99791,1,0.995,0.9291,0.39699,0.32241,0.11222,0.36198,0.82642,0.00175,0.00175,0.00175
127,401.334,0.47354,0.40852,0.19144,0.43708,1.21285,0.99738,1,0.995,0.90965,0.99738,1,0.995,0.90708,0.39505,0.32684,0.18668,0.38132,0.81685,0.001684,0.001684,0.001684
128,404.419,0.49488,0.3906,0.18516,0.42846,1.20943,0.99437,1,0.995,0.90876,0.99437,1,0.995,0.92621,0.37512,0.27414,0.13905,0.38082,0.79427,0.001618,0.001618,0.001618
129,407.63,0.43432,0.30299,0.18652,0.3775,1.16431,0.99083,1,0.995,0.91398,0.99083,1,0.995,0.94303,0.36649,0.25972,0.10388,0.37767,0.78524,0.001552,0.001552,0.001552
130,410.872,0.4618,0.30428,0.1664,0.40696,1.18558,0.98891,1,0.995,0.93271,0.98891,1,0.995,0.94587,0.33981,0.26703,0.09125,0.369,0.75258,0.001486,0.001486,0.001486
131,414.072,0.46056,0.39734,0.18309,0.39799,1.17859,0.99424,1,0.995,0.95902,0.99424,1,0.995,0.93655,0.33239,0.28321,0.09291,0.35266,0.7377,0.00142,0.00142,0.00142
132,417.269,0.50444,0.35266,0.18407,0.43115,1.23957,0.9978,1,0.995,0.96246,0.9978,1,0.995,0.92487,0.37004,0.32773,0.09439,0.36513,0.76097,0.001354,0.001354,0.001354
133,420.426,0.5102,0.3803,0.1929,0.43173,1.23022,0.99781,1,0.995,0.963,0.99781,1,0.995,0.92724,0.38983,0.3391,0.08253,0.36644,0.77923,0.001288,0.001288,0.001288
134,423.619,0.50832,0.28276,0.19188,0.43978,1.18407,0.99784,1,0.995,0.95636,0.99784,1,0.995,0.92621,0.407,0.33942,0.06179,0.36227,0.80406,0.001222,0.001222,0.001222
135,426.76,0.48369,0.2938,0.1763,0.40631,1.18274,0.99809,1,0.995,0.95569,0.99809,1,0.995,0.92428,0.38515,0.34443,0.04985,0.35227,0.77827,0.001156,0.001156,0.001156
136,429.912,0.49044,0.3446,0.17088,0.42588,1.18891,0.99811,1,0.995,0.9834,0.99811,1,0.995,0.92115,0.33597,0.32331,0.04927,0.33291,0.72105,0.00109,0.00109,0.00109
137,433.078,0.4634,0.28342,0.18547,0.38631,1.19899,0.9981,1,0.995,0.98696,0.9981,1,0.995,0.92335,0.31422,0.31054,0.05181,0.31108,0.69613,0.001024,0.001024,0.001024
138,436.296,0.44437,0.27541,0.16581,0.37947,1.17065,0.99798,1,0.995,0.98696,0.99798,1,0.995,0.92842,0.30149,0.29374,0.06399,0.30374,0.68248,0.000958,0.000958,0.000958
139,439.494,0.4652,0.34003,0.15791,0.41615,1.1771,0.9981,1,0.995,0.98402,0.9981,1,0.995,0.92955,0.30599,0.28419,0.08103,0.31111,0.68464,0.000892,0.000892,0.000892
140,442.749,0.45967,0.28673,0.19011,0.39766,1.19053,0.99804,1,0.995,0.97528,0.99804,1,0.995,0.94026,0.32362,0.27629,0.10251,0.35509,0.70006,0.000826,0.000826,0.000826
141,492.869,0.18772,0.30995,0.19221,1.08869,1.03883,0.99808,1,0.995,0.97191,0.99808,1,0.995,0.94075,0.33826,0.27545,0.12154,0.36397,0.71561,0.00076,0.00076,0.00076
142,496.306,0.18275,0.31251,0.26573,0.70947,1.03863,0.99809,1,0.995,0.93198,0.99809,1,0.995,0.93936,0.37034,0.27791,0.14061,0.38425,0.75443,0.000694,0.000694,0.000694
143,499.459,0.16178,0.30777,0.17831,0.53531,0.99321,0.99815,1,0.995,0.92636,0.99815,1,0.995,0.93952,0.38586,0.28185,0.13041,0.40059,0.77187,0.000628,0.000628,0.000628
144,502.784,0.17904,0.30529,0.20313,0.31965,1.03471,0.99818,1,0.995,0.92855,0.99818,1,0.995,0.94305,0.39577,0.28846,0.10863,0.39926,0.7891,0.000562,0.000562,0.000562
145,505.91,0.17887,0.31023,0.19145,0.27648,1.03702,0.99818,1,0.995,0.93288,0.99818,1,0.995,0.94321,0.39327,0.2914,0.10004,0.40377,0.78444,0.000496,0.000496,0.000496
146,508.986,0.15607,0.32688,0.20614,0.20876,1.021,0.99818,1,0.995,0.95753,0.99818,1,0.995,0.92927,0.38112,0.29569,0.08074,0.39554,0.76494,0.00043,0.00043,0.00043
147,512.071,0.14312,0.32177,0.17428,0.1933,1.00361,0.9982,1,0.995,0.97352,0.9982,1,0.995,0.92198,0.36452,0.29922,0.06766,0.37558,0.74199,0.000364,0.000364,0.000364
148,515.197,0.16429,0.33813,0.1842,0.21258,0.99395,0.99817,1,0.995,0.9737,0.99817,1,0.995,0.91845,0.35239,0.3005,0.06305,0.3674,0.72611,0.000298,0.000298,0.000298
149,518.294,0.16495,0.27628,0.17868,0.20344,1.02666,0.99817,1,0.995,0.97698,0.99817,1,0.995,0.92112,0.34623,0.29493,0.06306,0.36147,0.71882,0.000232,0.000232,0.000232
150,521.32,0.13628,0.30066,0.17379,0.19042,1.01484,0.99817,1,0.995,0.97711,0.99817,1,0.995,0.93058,0.33918,0.28563,0.06416,0.36023,0.71211,0.000166,0.000166,0.000166
